t_ms,state,x_cm,x_filt_cm,theta_deg,theta_cmd_deg,u_step_rate,fault_flags,x_ref_cm,test_phase
87788,RUNNING,5.675,5.7806,-3.8335,-4.0,-7.69,0,-4.4331,
87888,RUNNING,5.675,5.7268,-3.825,-4.0,-10.38,0,-4.4331,
87988,RUNNING,5.675,5.6928,-3.8966,-4.0,-7.6,0,-4.4331,
88088,RUNNING,5.675,5.6837,-3.9818,-4.0,-2.98,0,-4.4331,
88188,RUNNING,5.675,5.6636,-4.0893,-4.0,3.97,0,-4.4331,
88288,RUNNING,5.6064,5.6344,-4.0873,-4.0,4.96,0,-4.4331,
88388,RUNNING,5.6064,5.616,-4.087,-4.0,6.04,0,-4.4331,
88488,RUNNING,5.6064,5.6111,-4.0138,-4.0,2.04,0,-4.4331,
88588,RUNNING,5.675,5.643,-4.0015,-4.0,1.36,0,-4.4331,
88688,RUNNING,5.675,5.6593,-3.9327,-4.0,-3.29,0,-4.4331,
88788,RUNNING,5.675,5.6696,-3.9411,-4.0,-3.73,0,-4.4331,
88888,RUNNING,5.675,5.6724,-3.961,-4.0,-3.32,0,-4.4331,
88988,RUNNING,5.675,5.6741,-3.9926,-4.0,-1.61,0,-4.4331,
89088,RUNNING,5.675,5.6746,-3.9979,-4.0,-1.34,0,-4.4331,
89188,RUNNING,5.675,5.6749,-3.9988,-4.0,-1.3,0,-4.4331,
89288,RUNNING,6.018,5.8499,-4.0721,-4.0,3.79,0,-4.4331,
89388,RUNNING,5.675,5.7854,-4.0844,-4.0,5.55,0,-4.4331,
89488,RUNNING,5.675,5.7291,-4.0928,-4.0,7.33,0,-4.4331,
89588,RUNNING,5.675,5.6936,-4.0211,-4.0,3.64,0,-4.4331,
89688,RUNNING,5.675,5.6841,-3.9764,-4.0,0.97,0,-4.4331,
89788,RUNNING,5.675,5.6781,-3.9798,-4.0,0.7,0,-4.4331,
89888,RUNNING,5.6064,5.656,-3.971,-4.0,-0.24,0,-4.4331,
89988,RUNNING,5.6064,5.6234,-3.9212,-4.0,-4.07,0,-4.4331,
90088,RUNNING,5.6064,5.6148,-3.9521,-4.0,-3.07,0,-4.4331,
90188,RUNNING,5.6064,5.6093,-3.9848,-4.0,-1.52,0,-4.4331,
90288,RUNNING,5.6064,5.6078,-3.9966,-4.0,-0.89,0,-4.4331,
90388,RUNNING,5.6064,5.6069,-3.9986,-4.0,-0.79,0,-4.4331,
90488,RUNNING,5.675,5.6272,-3.999,-4.0,-0.79,0,-4.4331,
90588,RUNNING,5.675,5.6586,-3.999,-4.0,-0.8,0,-4.4331,
90688,RUNNING,5.675,5.667,-3.999,-4.0,-0.81,0,-4.4331,
90788,RUNNING,5.675,5.6723,-3.999,-4.0,-0.82,0,-4.4331,
90888,RUNNING,5.675,5.6737,-3.999,-4.0,-0.83,0,-4.4331,
90988,RUNNING,5.675,5.6746,-3.999,-4.0,-0.84,0,-4.4331,
91088,RUNNING,5.675,5.6748,-3.999,-4.0,-0.86,0,-4.4331,
91188,RUNNING,5.6064,5.64,-3.999,-4.0,-0.87,0,-4.4331,
91288,RUNNING,5.6064,5.6229,-3.999,-4.0,-0.88,0,-4.4331,
91388,RUNNING,5.6064,5.6121,-3.999,-4.0,-0.89,0,-4.4331,
91488,RUNNING,5.6064,5.6092,-3.999,-4.0,-0.91,0,-4.4331,
91588,RUNNING,5.675,5.6524,-3.999,-4.0,-0.92,0,-4.4331,
91688,RUNNING,5.675,5.664,-3.999,-4.0,-0.93,0,-4.4331,
91788,RUNNING,5.675,5.6712,-3.999,-4.0,-0.94,0,-4.4331,
91888,RUNNING,5.675,5.6732,-3.999,-4.0,-0.95,0,-4.4331,
91988,RUNNING,5.675,5.6744,-3.999,-4.0,-0.97,0,-4.4331,
92088,RUNNING,5.675,5.6747,-3.999,-4.0,-0.98,0,-4.4331,
92188,RUNNING,5.675,5.6749,-3.999,-4.0,-0.99,0,-4.4331,
92288,RUNNING,5.675,5.675,-3.999,-4.0,-1.0,0,-4.4331,
92388,RUNNING,5.675,5.675,-3.999,-4.0,-1.02,0,-4.4331,
92488,RUNNING,5.675,5.675,-3.999,-4.0,-1.03,0,-4.4331,
92588,RUNNING,5.675,5.675,-3.999,-4.0,-1.04,0,-4.4331,
92688,RUNNING,5.675,5.675,-3.999,-4.0,-1.05,0,-4.4331,
92788,RUNNING,5.675,5.675,-3.999,-4.0,-1.06,0,-4.4331,
92888,RUNNING,5.675,5.675,-4.0658,-4.0,3.45,0,-4.4331,
92988,RUNNING,5.675,5.675,-4.0834,-4.0,5.5,0,-4.4331,
93088,RUNNING,5.675,5.675,-4.0863,-4.0,6.76,0,-4.4331,
93188,RUNNING,5.675,5.675,-4.02,-4.0,3.36,0,-4.4331,
93288,RUNNING,5.675,5.675,-4.0026,-4.0,2.4,0,-4.4331,
93388,RUNNING,5.6064,5.63,-3.9721,-4.0,0.28,0,-4.4331,
93488,RUNNING,5.6064,5.618,-3.967,-4.0,-0.45,0,-4.4331,
93588,RUNNING,5.6064,5.6104,-3.9559,-4.0,-1.73,0,-4.4331,
93688,RUNNING,5.6064,5.6084,-3.9277,-4.0,-4.17,0,-4.4331,
93788,RUNNING,5.6064,5.6071,-3.9678,-4.0,-2.44,0,-4.4331,
93888,RUNNING,5.675,5.6417,-3.9938,-4.0,-1.04,0,-4.4331,
93988,RUNNING,5.675,5.6535,-3.9981,-4.0,-0.81,0,-4.4331,
94088,RUNNING,5.675,5.6645,-3.9989,-4.0,-0.79,0,-4.4331,
94188,RUNNING,5.675,5.6714,-3.999,-4.0,-0.79,0,-4.4331,
94288,RUNNING,5.675,5.6733,-3.999,-4.0,-0.8,0,-4.4331,
94388,RUNNING,5.675,5.6744,-3.999,-4.0,-0.82,0,-4.4331,
94488,RUNNING,5.675,5.6747,-3.999,-4.0,-0.83,0,-4.4331,
94588,RUNNING,5.675,5.6749,-3.999,-4.0,-0.84,0,-4.4331,
94688,RUNNING,5.675,5.675,-3.999,-4.0,-0.85,0,-4.4331,
94788,RUNNING,5.675,5.675,-3.999,-4.0,-0.86,0,-4.4331,
94888,RUNNING,5.675,5.675,-3.999,-4.0,-0.88,0,-4.4331,
94988,RUNNING,5.675,5.675,-3.999,-4.0,-0.89,0,-4.4331,
95088,RUNNING,5.675,5.675,-3.999,-4.0,-0.9,0,-4.4331,
95188,RUNNING,5.7436,5.7201,-3.999,-4.0,-0.91,0,-4.4331,
95288,RUNNING,5.675,5.7115,-3.999,-4.0,-0.93,0,-4.4331,
95388,RUNNING,5.675,5.6875,-3.999,-4.0,-0.94,0,-4.4331,
95488,RUNNING,5.675,5.6812,-3.999,-4.0,-0.95,0,-4.4331,
95588,RUNNING,5.675,5.678,-3.999,-4.0,-0.96,0,-4.4331,
95688,RUNNING,5.675,5.6761,-3.999,-4.0,-0.97,0,-4.4331,
95788,RUNNING,5.675,5.6754,-3.999,-4.0,-0.99,0,-4.4331,
95888,RUNNING,5.675,5.6752,-3.999,-4.0,-1.0,0,-4.4331,
95988,RUNNING,5.675,5.6751,-3.999,-4.0,-1.01,0,-4.4331,
96088,RUNNING,6.018,5.85,-3.999,-4.0,-1.02,0,-4.4331,
96188,RUNNING,6.018,5.9357,-3.999,-4.0,-1.04,0,-4.4331,
96288,RUNNING,6.018,5.9898,-3.999,-4.0,-1.05,0,-4.4331,
96388,RUNNING,6.018,6.0083,-3.999,-4.0,-1.06,0,-4.4331,
96488,RUNNING,5.9494,5.9927,-4.0568,-4.0,2.74,0,-4.4331,
96588,RUNNING,5.675,5.784,-4.0948,-4.0,6.12,0,-4.4331,
96688,RUNNING,5.675,5.7284,-4.0882,-4.0,6.87,0,-4.4331,
96788,RUNNING,5.675,5.7012,-4.0203,-4.0,3.38,0,-4.4331,
96888,RUNNING,5.675,5.684,-4.0026,-4.0,2.4,0,-4.4331,
96988,RUNNING,6.018,5.7954,-3.9721,-4.0,0.29,0,-4.4331,
97088,RUNNING,5.7436,5.8266,-3.9304,-4.0,-2.88,0,-4.4331,
100288,RUNNING,5.675,5.675,-3.999,-4.0,-0.87,0,-4.4331,
100388,RUNNING,5.675,5.675,-3.999,-4.0,-0.88,0,-4.4331,
100488,RUNNING,5.6064,5.6544,-3.999,-4.0,-0.89,0,-4.4331,
100588,RUNNING,5.6064,5.63,-3.999,-4.0,-0.91,0,-4.4331,
100688,RUNNING,5.675,5.6495,-3.999,-4.0,-0.92,0,-4.4331,
100788,RUNNING,5.675,5.6625,-3.999,-4.0,-0.93,0,-4.4331,
100888,RUNNING,5.675,5.6707,-3.999,-4.0,-0.94,0,-4.4331,
100988,RUNNING,5.675,5.6729,-3.999,-4.0,-0.96,0,-4.4331,
101088,RUNNING,5.675,5.6743,-3.999,-4.0,-0.97,0,-4.4331,
101188,RUNNING,5.675,5.6747,-3.999,-4.0,-0.98,0,-4.4331,
101288,RUNNING,5.675,5.6749,-3.999,-4.0,-0.99,0,-4.4331,
101388,RUNNING,5.675,5.675,-3.999,-4.0,-1.0,0,-4.4331,
101488,RUNNING,5.675,5.675,-3.999,-4.0,-1.02,0,-4.4331,
101588,RUNNING,5.675,5.675,-3.999,-4.0,-1.03,0,-4.4331,
101688,RUNNING,5.675,5.675,-3.999,-4.0,-1.04,0,-4.4331,
101788,RUNNING,5.675,5.675,-3.999,-4.0,-1.05,0,-4.4331,
101888,RUNNING,5.675,5.675,-4.0254,-4.0,0.59,0,-4.4331,
101988,RUNNING,5.675,5.675,-4.1029,-4.0,6.13,0,-4.4331,
102088,RUNNING,5.675,5.675,-4.0896,-4.0,6.5,0,-4.4331,
102188,RUNNING,5.675,5.675,-4.0689,-4.0,6.25,0,-4.4331,
102288,RUNNING,5.675,5.675,-4.0108,-4.0,3.08,0,-4.4331,
102388,RUNNING,5.675,5.675,-3.9881,-4.0,1.61,0,-4.4331,
102488,RUNNING,5.675,5.675,-3.9843,-4.0,1.17,0,-4.4331,
102588,RUNNING,5.675,5.675,-3.9812,-4.0,0.54,0,-4.4331,
102688,RUNNING,5.675,5.675,-3.9583,-4.0,-1.38,0,-4.4331,
102788,RUNNING,5.675,5.675,-3.9793,-4.0,-0.47,0,-4.4331,
102888,RUNNING,5.675,5.675,-3.9418,-4.0,-3.19,0,-4.4331,
102988,RUNNING,5.675,5.675,-3.9894,-4.0,-0.61,0,-4.4331,
103088,RUNNING,5.675,5.675,-3.9911,-4.0,-0.76,0,-4.4331,
103188,RUNNING,5.675,5.675,-3.9977,-4.0,-0.41,0,-4.4331,
103288,RUNNING,5.675,5.675,-3.9988,-4.0,-0.36,0,-4.4331,
103388,RUNNING,5.675,5.675,-3.999,-4.0,-0.36,0,-4.4331,
103488,RUNNING,5.675,5.675,-3.999,-4.0,-0.37,0,-4.4331,
103588,RUNNING,5.675,5.675,-3.999,-4.0,-0.39,0,-4.4331,
103688,RUNNING,5.675,5.675,-3.999,-4.0,-0.4,0,-4.4331,
103788,RUNNING,5.675,5.675,-3.999,-4.0,-0.41,0,-4.4331,
103888,RUNNING,5.675,5.675,-3.9927,-4.0,-0.99,0,-4.4331,
103988,RUNNING,5.675,5.675,-3.998,-4.0,-0.71,0,-4.4331,
104088,RUNNING,5.675,5.675,-3.9988,-4.0,-0.68,0,-4.4331,
104188,RUNNING,5.675,5.675,-3.999,-4.0,-0.68,0,-4.4331,
104288,RUNNING,6.0866,5.7985,-3.9927,-4.0,-1.26,0,-4.4331,
104388,RUNNING,6.0866,5.9454,-3.998,-4.0,-0.99,0,-4.4331,
104488,RUNNING,6.0866,6.0382,-3.9713,-4.0,-2.89,0,-4.4331,
104588,RUNNING,6.0866,6.0629,-3.9944,-4.0,-1.65,0,-4.4331,
104688,RUNNING,6.0866,6.0785,-3.9982,-4.0,-1.45,0,-4.4331,
104788,RUNNING,6.0866,6.0826,-3.9989,-4.0,-1.43,0,-4.4331,
104888,RUNNING,6.0866,6.0853,-3.999,-4.0,-1.43,0,-4.4331,
104988,RUNNING,6.018,6.0654,-3.999,-4.0,-1.44,0,-4.4331,
105088,RUNNING,6.018,6.0443,-3.999,-4.0,-1.46,0,-4.4331,
105188,RUNNING,6.018,6.0309,-3.999,-4.0,-1.47,0,-4.4331,
105288,RUNNING,5.7436,5.8422,-3.999,-4.0,-1.48,0,-4.4331,
105388,RUNNING,5.7436,5.7919,-4.0658,-4.0,3.03,0,-4.4331,
105488,RUNNING,5.7436,5.7602,-4.1097,-4.0,6.74,0,-4.4331,
105588,RUNNING,5.7436,5.7517,-4.0907,-4.0,6.81,0,-4.4331,
105688,RUNNING,5.7436,5.7464,-4.0298,-4.0,3.92,0,-4.4331,
105788,RUNNING,5.7436,5.745,-3.9778,-4.0,0.86,0,-4.4331,
105888,RUNNING,5.675,5.699,-3.9506,-4.0,-1.08,0,-4.4331,
105988,RUNNING,5.675,5.6868,-3.9241,-4.0,-3.42,0,-4.4331,
106088,RUNNING,5.675,5.6791,-3.951,-4.0,-2.41,0,-4.4331,
106188,RUNNING,5.675,5.677,-3.9819,-4.0,-0.97,0,-4.4331,
106288,RUNNING,5.675,5.6757,-3.9961,-4.0,-0.21,0,-4.4331,
106388,RUNNING,5.675,5.6754,-3.9985,-4.0,-0.09,0,-4.4331,
106488,RUNNING,5.675,5.6751,-3.9989,-4.0,-0.08,0,-4.4331,
106588,RUNNING,5.675,5.6751,-3.999,-4.0,-0.09,0,-4.4331,
106688,RUNNING,5.675,5.675,-3.999,-4.0,-0.1,0,-4.4331,
106788,RUNNING,5.675,5.675,-3.999,-4.0,-0.11,0,-4.4331,
106888,RUNNING,5.675,5.675,-3.999,-4.0,-0.12,0,-4.4331,
106988,RUNNING,5.675,5.675,-3.999,-4.0,-0.13,0,-4.4331,
107088,RUNNING,5.675,5.675,-3.6515,-2.7673,81.33,0,4.4331,
107188,RUNNING,5.675,5.675,-2.8443,-2.788,36.23,0,4.4331,
107288,RUNNING,5.675,5.675,-2.3643,-2.8087,2.46,0,4.4331,
107388,RUNNING,5.675,5.675,-2.1888,-2.8294,-16.78,0,4.4331,
107488,RUNNING,5.675,5.675,-2.2041,-2.8502,-25.45,0,4.4331,
107588,RUNNING,5.675,5.675,-2.4197,-2.8709,-20.37,0,4.4331,
107688,RUNNING,5.675,5.675,-2.6085,-2.8916,-14.58,0,4.4331,
107788,RUNNING,5.675,5.675,-2.7994,-2.9124,-6.48,0,4.4331,
107888,RUNNING,5.675,5.675,-2.9136,-2.9331,-1.49,0,4.4331,
107988,RUNNING,5.675,5.675,-2.9969,-2.9538,2.44,0,4.4331,
108088,RUNNING,5.675,5.675,-3.0263,-2.9745,3.62,0,4.4331,
108188,RUNNING,5.675,5.675,-3.0312,-2.9953,3.21,0,4.4331,
108288,RUNNING,5.675,5.675,-2.9872,-3.016,-0.56,0,4.4331,
108388,RUNNING,5.675,5.675,-2.9515,-3.0367,-4.82,0,4.4331,
108488,RUNNING,5.675,5.675,-2.9455,-3.0574,-7.72,0,4.4331,
108588,RUNNING,5.675,5.675,-3.0113,-3.0782,-6.09,0,4.4331,
108688,RUNNING,5.675,5.675,-3.0551,-3.0989,-5.47,0,4.4331,
108788,RUNNING,5.675,5.675,-3.1092,-3.1196,-3.67,0,4.4331,
108888,RUNNING,5.675,5.675,-3.1631,-3.1404,-1.69,0,4.4331,
108988,RUNNING,5.675,5.675,-3.2005,-3.1611,-0.21,0,4.4331,
109088,RUNNING,5.675,5.675,-3.2067,-3.1818,-0.68,0,4.4331,
109188,RUNNING,5.675,5.675,-3.2078,-3.2025,-1.7,0,4.4331,
109288,RUNNING,5.675,5.675,-3.208,-3.2233,-3.03,0,4.4331,
109388,RUNNING,5.675,5.675,-3.208,-3.244,-4.63,0,4.4331,
109488,RUNNING,5.675,5.675,-3.2528,-3.2647,-3.61,0,4.4331,
109588,RUNNING,6.0866,5.7985,-3.3464,-3.335,-3.79,0,4.4331,
109688,RUNNING,6.018,5.9024,-3.4801,-4.0,-37.48,0,4.4331,
109788,RUNNING,6.018,5.9037,-3.5682,-3.4135,6.19,0,4.4331,
109888,RUNNING,5.7436,5.8965,-3.4494,-2.06,82.32,0,4.4331,
109988,RUNNING,5.675,5.798,-3.3684,-3.4114,0.92,0,4.4331,
110088,RUNNING,5.675,5.7172,-3.1836,-3.0204,15.84,0,4.4331,
110188,RUNNING,5.675,5.6957,-3.084,-3.4103,-16.45,0,4.4331,
110288,RUNNING,5.675,5.6821,-3.1404,-3.3618,-13.29,0,4.4331,
110388,RUNNING,5.675,5.6785,-3.2634,-3.4446,-13.4,0,4.4331,
110488,RUNNING,5.675,5.6762,-3.3899,-3.4537,-7.64,0,4.4331,
110588,RUNNING,5.675,5.6756,-3.5157,-3.4849,-2.04,0,4.4331,
110688,RUNNING,5.675,5.6752,-3.5522,-3.5036,-0.38,0,4.4331,
110788,RUNNING,5.675,5.6751,-3.6314,-3.5261,4.22,0,4.4331,
110888,RUNNING,5.675,5.6751,-3.6357,-3.5465,4.38,0,4.4331,
110988,RUNNING,5.675,5.675,-3.5787,-3.5675,0.24,0,4.4331,
111088,RUNNING,5.675,5.675,-3.5628,-3.5882,-2.13,0,4.4331,
111188,RUNNING,5.675,5.675,-3.5601,-3.609,-4.05,0,4.4331,
111288,RUNNING,5.675,5.675,-3.5597,-3.6297,-6.1,0,4.4331,
111388,RUNNING,5.675,5.675,-3.5596,-3.6504,-8.4,0,4.4331,
111488,RUNNING,5.675,5.675,-3.6044,-3.6712,-8.07,0,4.4331,
111588,RUNNING,5.675,5.675,-3.707,-3.6919,-3.31,0,4.4331,
111688,RUNNING,5.675,5.675,-3.8037,-3.7126,2.21,0,4.4331,
111788,RUNNING,5.675,5.675,-3.82,-3.7333,3.08,0,4.4331,
111888,RUNNING,5.675,5.675,-3.8227,-3.7541,2.96,0,4.4331,
111988,RUNNING,5.675,5.675,-3.8231,-3.7748,2.45,0,4.4331,
112088,RUNNING,5.675,5.675,-3.8232,-3.7955,1.66,0,4.4331,
112188,RUNNING,5.675,5.675,-3.8232,-3.8163,0.6,0,4.4331,
112288,RUNNING,5.675,5.675,-3.8232,-3.837,-0.72,0,4.4331,
112388,RUNNING,5.675,5.675,-3.8232,-3.8577,-2.3,0,4.4331,
112488,RUNNING,5.675,5.675,-3.8232,-3.8784,-4.14,0,4.4331,
112588,RUNNING,5.675,5.675,-3.8232,-3.8992,-6.24,0,4.4331,
112688,RUNNING,5.675,5.675,-3.8232,-3.9199,-8.61,0,4.4331,
112788,RUNNING,5.675,5.675,-3.8681,-3.9406,-8.36,0,4.4331,
112888,RUNNING,5.675,5.675,-3.9707,-3.9613,-3.66,0,4.4331,
112988,RUNNING,5.675,5.675,-4.0674,-3.9821,1.78,0,4.4331,
113088,RUNNING,5.675,5.675,-4.0836,-4.0,2.76,0,4.4331,
113188,RUNNING,5.675,5.675,-4.0864,-4.0,4.0,0,4.4331,
113288,RUNNING,5.675,5.675,-4.0868,-4.0,5.13,0,4.4331,
113388,RUNNING,5.6064,5.64,-4.0201,-4.0,3.56,0,4.4331,
113488,RUNNING,5.6064,5.618,-3.9448,-3.9029,5.77,0,4.4331,
113588,RUNNING,5.675,5.6327,-3.8437,-4.0,-7.66,0,4.4331,
113688,RUNNING,6.018,5.8354,-3.8267,-4.0,-10.82,0,4.4331,
113788,RUNNING,6.018,5.9285,-3.8906,-4.0,-8.68,0,4.4331,
113888,READY,6.018,5.9873,-4.0193,-4.0,0.0,0,4.4331,
113988,READY,5.7436,5.9207,-4.0755,-4.0,0.0,0,4.4331,
114088,READY,5.7436,5.8043,-4.1114,-4.0,0.0,0,4.4331,
114188,READY,5.675,5.7384,-4.1457,-4.0,0.0,0,4.4331,
114288,READY,5.675,5.7068,-4.1243,-4.0,0.0,0,4.4331,
114388,READY,5.675,5.705,-4.1325,-4.0,0.0,0,4.4331,
114488,READY,5.675,5.6853,-4.1586,-4.0,0.0,0,4.4331,
114588,READY,5.675,5.6801,-4.1143,-4.0,0.0,0,4.4331,
114688,READY,5.675,5.6768,-4.1363,-4.0,0.0,0,4.4331,
114788,READY,5.675,5.6759,-4.1491,-4.0,0.0,0,4.4331,
114888,READY,5.675,5.6753,-4.1642,-4.0,0.0,0,4.4331,
114988,READY,5.675,5.6752,-4.1667,-4.0,0.0,0,4.4331,
115088,READY,5.675,5.6751,-4.1734,-4.0,0.0,0,4.4331,
115188,READY,5.675,5.675,-4.1746,-4.0,0.0,0,4.4331,
115288,READY,6.018,5.7779,-4.1299,-4.0,0.0,0,4.4331,
